year,industryLargeClassName,industryMediumClassName,brandCount,quantifiedSalesBrandCount,quantifiedStartupBrandCount,totalFranchiseStoreCount,totalNewFranchiseRegistrationCount,totalContractEndCount,totalContractCancellationCount,totalClosureLikeCount,averageBrandSalesKrw,medianBrandSalesKrw,averageBrandStartupCostKrw,medianBrandStartupCostKrw,averageStoresPerBrand,medianStoresPerBrand,averageNewRegistrationsPerBrand,averageEndCountsPerBrand,averageCancellationCountsPerBrand,newRegistrationRateByStore,closureLikeRateByStore,joinedBrandCoverageRate
2021,서비스,약국,3,3,3,3283,311,97,3,100,0,0,126220000,142300000,1094,1138,104,32,1,0.0947,0.0305,1
2021,서비스,오락,20,20,20,546,73,41,10,51,141187350,0,279944000,190050000,27,9,4,2,1,0.1337,0.0934,1
2021,서비스,운송,12,12,12,8126,4281,521,0,521,141098917,0,34757833,847500,677,4,357,43,0,0.5268,0.0641,1
2021,서비스,유아 관련 (교육 외),41,41,41,703,31,92,51,143,86371732,66631000,300005293,220600000,17,7,1,2,1,0.0441,0.2034,1
2021,서비스,유아관련,6,6,6,228,60,18,0,18,36709167,16786500,169322333,189547000,38,27,10,3,0,0.2632,0.0789,1
2021,서비스,이미용,212,212,212,4470,544,229,62,291,98620613,0,123740580,99665000,21,2,3,1,0,0.1217,0.0651,1
2021,서비스,이사,6,6,6,494,52,59,0,59,98893167,62875000,15436667,12537500,82,98,9,10,0,0.1053,0.1194,1
2021,서비스,인력 파견,14,14,14,157,27,9,0,9,96891857,0,38561143,23675000,11,10,2,1,0,0.172,0.0573,1
2021,서비스,임대,21,21,21,174,74,3,4,7,20736333,0,155114333,150600000,8,0,4,0,0,0.4253,0.0402,1
2021,서비스,자동차 관련,61,61,61,5582,456,342,148,490,59596148,0,92259557,72650000,92,9,7,6,2,0.0817,0.0878,1
2021,서비스,PC방,36,36,36,1297,216,243,77,320,130891222,166446000,192103722,153175000,36,16,6,7,2,0.1665,0.2467,1
2021,외식,기타 외국식,154,154,154,1171,447,181,56,237,63536409,0,92240935,74560000,8,0,3,1,0,0.3817,0.2024,1
2021,외식,기타 외식,1346,1346,1346,17576,4864,2038,734,2772,84040039,0,4095016060,68550000,13,0,4,2,1,0.2767,0.1577,1
2021,외식,분식,628,628,628,10143,3219,912,429,1341,49830419,0,59566473,55850000,16,0,5,1,1,0.3174,0.1322,1
2021,외식,서양식,258,258,258,1645,791,142,40,182,78207426,0,99521442,78685000,6,0,3,1,0,0.4809,0.1106,1
2021,외식,아이스크림/빙수 ,53,53,53,2664,546,79,56,135,46994019,0,805424528,86700000,50,0,10,1,1,0.205,0.0507,1
2021,외식,음료 (커피 외),98,98,98,2416,719,227,73,300,38490245,0,94704765,75600000,25,0,7,2,1,0.2976,0.1242,1
2021,외식,일식,370,370,370,2146,693,240,127,367,87600503,0,93476743,76140000,6,0,2,1,0,0.3229,0.171,1
2021,외식,제과제빵,230,230,230,8364,887,555,143,698,63411343,0,130398843,88575000,36,0,4,2,1,0.106,0.0835,1
2021,외식,주점,396,396,396,8491,2318,1139,281,1420,81664465,0,101255664,84210000,21,1,6,3,1,0.273,0.1672,1
2021,외식,중식,228,228,228,1633,500,141,39,180,84713259,0,96354570,79805000,7,0,2,1,0,0.3062,0.1102,1
2021,외식,치킨,646,646,646,26895,5439,2353,755,3108,61955523,0,57926752,51700000,42,1,8,4,1,0.2022,0.1156,1
2021,외식,커피,676,676,676,18908,4359,1039,502,1541,37488405,0,94451266,74430000,28,0,6,2,1,0.2305,0.0815,1
2021,외식,패스트푸드,153,153,153,3831,571,160,59,219,42570810,0,84610536,68285000,25,0,4,1,0,0.149,0.0572,1
2021,외식,피자,221,221,221,6989,1268,441,112,553,85491959,0,68367253,58550000,32,2,6,2,1,0.1814,0.0791,1
2021,외식,한식,2784,2784,2784,26862,8613,2788,779,3567,68706728,0,238680927,73975000,10,0,3,1,0,0.3206,0.1328,1
2022,도소매,(건강)식품,26,26,26,919,45,19,6,25,82522423,0,74422154,67025000,35,1,2,1,0,0.049,0.0272,1
2022,도소매,기타도소매,317,317,317,8293,2015,446,262,708,152857085,0,118064054,69500000,26,2,6,1,1,0.243,0.0854,1
2022,도소매,농수산물,30,30,30,301,83,18,4,22,96037167,0,73670333,53705000,10,2,3,1,0,0.2757,0.0731,1
2022,도소매,의류 / 패션,38,38,38,201,65,10,20,30,39712711,0,91246447,65250000,5,1,2,0,1,0.3234,0.1493,1
2022,도소매,종합소매점,18,18,18,932,106,41,8,49,574208333,0,177670889,85750000,52,1,6,2,0,0.1137,0.0526,1
2022,도소매,편의점,38,38,38,49597,6268,1862,1110,2972,143458079,118193500,68023342,65530000,1305,38,165,49,29,0.1264,0.0599,1
2022,도소매,화장품,18,18,18,1672,15,280,226,506,141077167,126056500,119653444,125909500,93,25,1,16,13,0.009,0.3026,1
2022,서비스,교육 (교과),78,78,78,9849,1841,1552,263,1815,126744731,0,91327667,61500000,126,16,24,20,3,0.1869,0.1843,1
2022,서비스,교육 (외국어),125,125,125,15521,2123,1306,450,1756,181003896,290000,170072360,80672000,124,10,17,10,4,0.1368,0.1131,1
2022,서비스,기타 교육,198,198,198,6164,1181,328,176,504,65448631,0,127437348,77340000,31,6,6,2,1,0.1916,0.0818,1
2022,서비스,기타 서비스,405,405,405,22712,13913,547,161,708,59386309,0,140646558,86700000,56,2,34,1,0,0.6126,0.0312,1
2022,서비스,반려동물 관련,47,47,47,355,125,11,39,50,38957426,0,90830000,72650000,8,1,3,0,1,0.3521,0.1408,1
2022,서비스,배달,11,11,11,464,424,1,1,2,24182364,0,43480273,42855000,42,0,39,0,0,0.9138,0.0043,1
2022,서비스,부동산 중개 ,8,8,8,59,34,1,0,1,43551750,0,39485625,38800000,7,0,4,0,0,0.5763,0.0169,1
2022,서비스,세탁,19,19,19,3729,226,149,99,248,29825947,7925000,63932842,51084000,196,9,12,8,5,0.0606,0.0665,1
2022,서비스,숙박,26,26,26,201,22,37,6,43,131620500,0,2136681462,927550000,8,1,1,1,0,0.1095,0.2139,1
2022,서비스,스포츠 관련,109,109,109,3060,591,145,46,191,78330349,0,214851064,168000000,28,1,5,1,0,0.1931,0.0624,1
2022,서비스,안경,68,68,68,2923,350,118,36,154,138108838,85565500,163024147,159130000,43,17,5,2,1,0.1197,0.0527,1
2022,서비스,약국,5,5,5,4663,216,132,1,133,0,0,95646000,82500000,933,841,43,26,0,0.0463,0.0285,1
2022,서비스,오락,19,19,19,461,32,38,21,59,105498526,0,261466842,189200000,24,4,2,2,1,0.0694,0.128,1
2022,서비스,운송,15,15,15,10850,6638,1722,0,1722,124128733,0,26732867,1000000,723,7,443,115,0,0.6118,0.1587,1
2022,서비스,유아 관련 (교육 외),44,44,44,566,38,73,37,110,71248636,47876000,309791614,238388000,13,4,1,2,1,0.0671,0.1943,1
2022,서비스,유아관련,6,6,6,227,27,21,7,28,111896833,75463000,124439000,89152000,38,24,5,4,1,0.1189,0.1233,1
2022,서비스,이미용,228,228,228,4460,735,272,63,335,111075382,0,115149557,96050000,20,4,3,1,0,0.1648,0.0751,1
2022,서비스,이사,6,6,6,474,42,62,0,62,117623000,73964000,15575000,12537500,79,94,7,10,0,0.0886,0.1308,1
2022,서비스,인력 파견,15,15,15,166,17,7,2,9,57216933,0,30008067,23500000,11,8,1,0,0,0.1024,0.0542,1
2022,서비스,임대,16,16,16,172,78,2,6,8,23362000,0,150163438,140675000,11,3,5,0,0,0.4535,0.0465,1
2022,서비스,자동차 관련,57,57,57,5837,522,327,140,467,67226491,0,97041140,73300000,102,10,9,6,2,0.0894,0.08,1
2022,서비스,PC방,32,32,32,1100,104,97,90,187,132586813,159990000,199708313,155875000,34,17,3,3,3,0.0945,0.17,1
2022,외식,기타 외국식,163,163,163,1439,531,146,51,197,84062982,0,91549043,74300000,9,1,3,1,0,0.369,0.1369,1
2022,외식,기타 외식,1281,1281,1281,19314,5657,2363,527,2890,88521153,0,85676527,69900000,15,1,4,2,0,0.2929,0.1496,1
2022,외식,분식,593,593,593,12378,3969,1367,520,1887,61307411,0,61468010,56585000,21,1,7,2,1,0.3206,0.1524,1
2022,외식,서양식,256,256,256,2267,984,204,60,264,87328227,0,104661770,81700000,9,0,4,1,0,0.4341,0.1165,1
2022,외식,아이스크림/빙수 ,50,50,50,2316,343,87,13,100,53743320,0,89489600,75600000,46,0,7,2,0,0.1481,0.0432,1
2022,외식,음료 (커피 외),93,93,93,2109,498,182,91,273,53897892,0,91489387,75900000,23,0,5,2,1,0.2361,0.1294,1
2022,외식,일식,397,397,397,3127,1356,230,86,316,114109703,0,94273685,77050000,8,1,3,1,0,0.4336,0.1011,1
2022,외식,제과제빵,237,237,237,8400,1068,578,179,757,70850802,0,132209857,91000000,35,1,5,2,1,0.1271,0.0901,1
2022,외식,주점,400,400,400,8284,1270,1080,264,1344,77140660,0,98545773,87025000,21,1,3,3,1,0.1533,0.1622,1
2022,외식,중식,240,240,240,2282,1130,203,78,281,109967929,0,96543796,79375000,10,0,5,1,0,0.4952,0.1231,1
2022,외식,치킨,612,612,612,27209,5022,2778,1058,3836,67220255,0,58511425,51710000,44,3,8,5,2,0.1846,0.141,1
2022,외식,커피,700,700,700,22389,5620,1124,522,1646,49574699,0,96962391,76775000,32,1,8,2,1,0.251,0.0735,1
2022,외식,패스트푸드,143,143,143,2773,681,219,52,271,75805643,0,90141210,70740000,19,0,5,2,0,0.2456,0.0977,1
2022,외식,피자,220,220,220,7850,1561,520,161,681,92257273,0,70800127,59260000,36,4,7,2,1,0.1989,0.0868,1
2022,외식,한식,2778,2778,2778,33090,11337,3552,1278,4830,83065443,0,90693130,76136000,12,1,4,1,0,0.3426,0.146,1
2023,도소매,(건강)식품,24,24,24,922,67,24,8,32,72197292,0,69245417,64625000,38,0,3,1,0,0.0727,0.0347,1
2023,도소매,기타도소매,354,354,354,8677,1785,471,211,682,150199006,0,114539540,70520000,25,2,5,1,1,0.2057,0.0786,1
2023,도소매,농수산물,35,35,35,307,76,30,12,42,107784086,0,73411857,51950000,9,0,2,1,0,0.2476,0.1368,1
2023,도소매,의류 / 패션,40,40,40,229,77,14,21,35,64591650,0,92437075,70750000,6,1,2,0,1,0.3362,0.1528,1
2023,도소매,종합소매점,18,18,18,1054,170,50,21,71,779059222,80295500,225586889,102325000,59,7,9,3,1,0.1613,0.0674,1
2023,도소매,편의점,32,32,32,48597,6131,1527,2117,3644,4402736125,80678000,67051219,63220000,1519,38,192,48,66,0.1262,0.075,1
2023,도소매,화장품,15,15,15,480,34,79,10,89,148496467,112613000,105000267,114400000,32,20,2,5,1,0.0708,0.1854,1
2023,서비스,교육 (교과),73,73,73,9641,1706,1381,400,1781,152503863,11765000,99983534,70634000,132,13,23,19,5,0.177,0.1847,1
2023,서비스,교육 (외국어),123,123,123,14477,2085,1012,624,1636,177906089,0,321101512,101500000,118,8,17,8,5,0.144,0.113,1
2023,서비스,기타 교육,221,221,221,6152,1119,521,114,635,68294706,0,123913674,76500000,28,4,5,2,1,0.1819,0.1032,1
2023,서비스,기타 서비스,437,437,437,25235,7699,3796,128,3924,84971977,0,182548842,89100000,58,2,18,9,0,0.3051,0.1555,1
2023,서비스,반려동물 관련,45,45,45,445,151,22,42,64,44597444,0,92368889,72650000,10,2,3,0,1,0.3393,0.1438,1
2023,서비스,배달,8,8,8,35,4,11,0,11,5083875,0,46520625,47055000,4,0,1,1,0,0.1143,0.3143,1
2023,서비스,부동산 중개 ,12,12,12,158,84,16,0,16,36444000,0,38264167,38100000,13,0,7,1,0,0.5316,0.1013,1
2023,서비스,세탁,27,27,27,3938,294,167,107,274,58668815,29744000,79871556,51950000,146,9,11,6,4,0.0747,0.0696,1
2023,서비스,숙박,28,28,28,163,9,26,1,27,228326714,0,1969133857,843800000,6,1,0,1,0,0.0552,0.1656,1
2023,서비스,스포츠 관련,131,131,131,1479,335,121,22,143,93655802,0,203813748,168000000,11,1,3,1,0,0.2265,0.0967,1
2023,서비스,안경,69,69,69,3103,263,75,48,123,153986232,166436000,163010000,157200000,45,16,4,1,1,0.0848,0.0396,1
2023,서비스,약국,6,6,6,3742,175,164,2,166,0,0,90946667,79330000,624,363,29,27,0,0.0468,0.0444,1
2023,서비스,오락,23,23,23,543,87,17,9,26,177482609,0,223410435,182500000,24,4,4,1,0,0.1602,0.0479,1
2023,서비스,운송,16,16,16,4378,1592,347,0,347,312268625,0,25532938,649000,274,0,100,22,0,0.3636,0.0793,1
2023,서비스,유아 관련 (교육 외),42,42,42,557,67,60,17,77,125935071,72442000,311958571,206562000,13,4,2,1,0,0.1203,0.1382,1
2023,서비스,유아관련,6,6,6,216,15,14,15,29,32868167,3177000,61505000,24900000,36,23,3,2,3,0.0694,0.1343,1
2023,서비스,이미용,239,239,239,4563,777,308,190,498,142987703,0,119941272,100250000,19,3,3,1,1,0.1703,0.1091,1
2023,서비스,이사,7,7,7,430,36,64,4,68,85739143,0,19115714,19500000,61,81,5,9,1,0.0837,0.1581,1
2023,서비스,인력 파견,18,18,18,167,22,8,1,9,65720833,0,37869722,24750000,9,1,1,0,0,0.1317,0.0539,1
2023,서비스,임대,23,23,23,229,70,7,1,8,32641261,0,152255348,142150000,10,1,3,0,0,0.3057,0.0349,1
2023,서비스,자동차 관련,61,61,61,6567,361,250,85,335,92358115,0,125110590,80546000,108,7,6,4,1,0.055,0.051,1
2023,서비스,PC방,28,28,28,909,138,120,61,181,150806250,102864500,182385714,158960000,32,10,5,4,2,0.1518,0.1991,1
2023,외식,기타 외국식,199,199,199,1678,538,185,67,252,151011508,0,95763497,76800000,8,1,3,1,0,0.3206,0.1502,1
2023,외식,기타 외식,1304,1304,1304,19085,4953,2608,884,3492,124955870,0,88038387,72650000,15,2,4,2,1,0.2595,0.183,1
2023,외식,분식,562,562,562,12064,2149,1579,618,2197,83936299,0,63677689,59300000,21,2,4,3,1,0.1781,0.1821,1
2023,외식,서양식,272,272,272,2428,919,367,105,472,127785904,0,105041507,82685000,9,1,3,1,0,0.3785,0.1944,1
2023,외식,아이스크림/빙수 ,58,58,58,2744,446,69,13,82,63374534,0,92058983,83520000,47,1,8,1,0,0.1625,0.0299,1
2023,외식,음료 (커피 외),100,100,100,2543,420,302,46,348,65721640,0,89224120,79525000,25,2,4,3,0,0.1652,0.1368,1
2023,외식,일식,482,482,482,3819,1392,459,155,614,145116743,0,97863299,79105000,8,0,3,1,0,0.3645,0.1608,1
2023,외식,제과제빵,267,267,267,8749,1040,650,203,853,117706614,0,134748828,91330000,33,1,4,2,1,0.1189,0.0975,1
2023,외식,주점,451,451,451,8916,2016,888,330,1218,133266530,0,106355016,88200000,20,1,4,2,1,0.2261,0.1366,1
2023,외식,중식,297,297,297,3292,1189,287,51,338,181066333,0,95093343,80300000,11,0,4,1,0,0.3612,0.1027,1
2023,외식,치킨,605,605,605,24743,3787,2816,870,3686,81315331,0,58644752,51930000,41,3,6,5,1,0.1531,0.149,1
2023,외식,커피,789,789,789,20655,5024,1387,643,2030,64907357,0,103519213,79000000,26,1,6,2,1,0.2432,0.0983,1
2023,외식,패스트푸드,153,153,153,3493,866,238,69,307,99322399,0,84922608,71540000,23,0,6,2,0,0.2479,0.0879,1
2023,외식,피자,218,218,218,7553,1109,638,249,887,132615289,19528500,72687844,61285000,35,5,5,3,1,0.1468,0.1174,1
2023,외식,한식,3249,3249,3249,34935,10541,5407,1373,6780,126373936,0,92102228,79200000,11,0,3,2,0,0.3017,0.1941,1
2024,도소매,(건강)식품,29,29,28,943,16,7,9,16,50814414,0,75639821,66200000,33,0,1,0,0,0.017,0.017,0.9655
2024,도소매,기타도소매,394,394,375,10108,1840,734,517,1251,152244020,0,118345891,70095000,26,2,5,2,1,0.182,0.1238,0.9518
2024,도소매,농수산물,29,29,27,252,23,24,15,39,93891241,0,76860370,55460000,9,0,1,1,1,0.0913,0.1548,0.931
2024,도소매,의류 / 패션,41,41,38,228,57,24,9,33,45684098,0,76552947,67550000,6,2,1,1,0,0.25,0.1447,0.9268
2024,도소매,종합소매점,19,19,18,886,220,14,18,32,890865684,126749000,227780389,93250000,47,3,12,1,1,0.2483,0.0361,0.9474
2024,도소매,편의점,41,41,37,55711,6258,2360,1625,3985,114045756,14718000,68787324,64510000,1359,11,153,58,40,0.1123,0.0715,0.9024
2024,도소매,화장품,13,13,13,1071,30,178,122,300,206449615,226053000,122702231,132364000,82,37,2,14,9,0.028,0.2801,1
2024,서비스,교육 (교과),80,80,75,9918,1774,1692,543,2235,166871263,4803000,92394413,73000000,124,13,22,21,7,0.1789,0.2253,0.9375
2024,서비스,교육 (외국어),138,138,132,15819,2003,1417,532,1949,195250478,8067500,201087174,108650000,115,10,15,10,4,0.1266,0.1232,0.9565
2024,서비스,기타 교육,232,232,225,7696,1416,582,412,994,79569634,5001000,114688702,75000000,33,6,6,3,2,0.184,0.1292,0.9698
2024,서비스,기타 서비스,489,489,478,35676,12326,1581,306,1887,77407309,0,1403472975,90575000,73,3,25,3,1,0.3455,0.0529,0.9775
2024,서비스,반려동물 관련,58,58,51,538,141,34,21,55,71291603,0,106135745,73600000,9,1,2,1,0,0.2621,0.1022,0.8793
2024,서비스,배달,10,10,10,15,1,22,0,22,467100,0,48362500,47055000,2,0,0,2,0,0.0667,1.4667,1
2024,서비스,부동산 중개 ,10,10,10,189,114,10,20,30,78731200,0,36977000,34400000,19,4,11,1,2,0.6032,0.1587,1
2024,서비스,세탁,27,27,27,4096,389,139,69,208,33453593,27674000,84744037,57550000,152,9,14,5,3,0.095,0.0508,1
2024,서비스,숙박,20,20,20,156,6,11,6,17,599717600,36981500,2340951700,815800000,8,3,0,1,0,0.0385,0.109,1
2024,서비스,스포츠 관련,136,136,133,4036,617,114,43,157,96057426,0,213556654,172600000,30,0,5,1,0,0.1529,0.0389,0.9779
2024,서비스,안경,65,65,63,3508,295,115,38,153,1132209231,207757000,172224952,169533000,54,17,5,2,1,0.0841,0.0436,0.9692
2024,서비스,약국,7,7,7,4879,157,175,6,181,0,0,96440000,99100000,697,620,22,25,1,0.0322,0.0371,1
2024,서비스,오락,28,28,28,634,124,6,7,13,161044643,0,225379464,186290000,23,4,4,0,0,0.1956,0.0205,1
2024,서비스,운송,35,35,34,13214,5804,554,10,564,212613886,0,12566882,800000,378,0,166,16,0,0.4392,0.0427,0.9714
2024,서비스,유아 관련 (교육 외),45,45,44,552,75,56,23,79,133886933,91747000,240734795,198859000,12,4,2,1,1,0.1359,0.1431,0.9778
2024,서비스,유아관련,7,7,7,198,17,11,26,37,209481857,71296000,392190000,47200000,28,16,2,2,4,0.0859,0.1869,1
2024,서비스,이미용,285,285,275,5231,724,341,113,454,173544888,0,129565335,105100000,18,3,3,1,0,0.1384,0.0868,0.9649
2024,서비스,이사,5,5,5,241,35,20,1,21,108218600,0,22847000,23920000,48,5,7,4,0,0.1452,0.0871,1
2024,서비스,인력 파견,21,21,21,265,64,11,9,20,59764286,0,34084810,25000000,13,8,3,1,0,0.2415,0.0755,1
2024,서비스,임대,28,28,26,262,42,30,6,36,25751429,0,154773192,146375000,9,3,2,1,0,0.1603,0.1374,0.9286
2024,서비스,자동차 관련,66,66,65,5851,316,388,97,485,95436606,0,135382108,84900000,89,8,5,6,1,0.054,0.0829,0.9848
2024,서비스,PC방,28,28,26,837,110,35,102,137,210874214,212958000,215417923,180940000,30,12,4,1,4,0.1314,0.1637,0.9286
2024,외식,기타 외국식,202,202,197,2555,1145,295,61,356,159030757,0,99437386,83520000,13,2,6,1,0,0.4481,0.1393,0.9752
2024,외식,기타 외식,1250,1250,1206,18141,3961,2967,995,3962,157483054,0,89609982,75530000,15,2,3,2,1,0.2183,0.2184,0.9648
2024,외식,분식,541,541,521,11734,1781,1519,743,2262,106738885,0,67554380,61966000,22,2,3,3,1,0.1518,0.1928,0.963
2024,외식,서양식,292,292,280,2757,759,422,163,585,146565973,0,100774911,82442500,9,0,3,1,1,0.2753,0.2122,0.9589
2024,외식,아이스크림/빙수 ,72,72,65,2793,296,70,36,106,67734542,0,92133354,82300000,39,0,4,1,1,0.106,0.038,0.9028
2024,외식,음료 (커피 외),106,106,105,2489,308,433,92,525,73647736,0,86234981,76100000,23,2,3,4,1,0.1237,0.2109,0.9906
2024,외식,일식,496,496,479,4405,1495,479,221,700,191104552,0,101584050,84150000,9,1,3,1,0,0.3394,0.1589,0.9657
2024,외식,제과제빵,275,275,265,5423,995,484,267,751,136240262,0,141135404,88250000,20,1,4,2,1,0.1835,0.1385,0.9636
2024,외식,주점,514,514,494,9591,2047,1090,267,1357,145306033,0,104268565,90655000,19,1,4,2,1,0.2134,0.1415,0.9611
2024,외식,중식,318,318,311,3986,1331,414,115,529,194012406,0,99281582,85850000,13,1,4,1,0,0.3339,0.1327,0.978
2024,외식,치킨,639,639,614,29681,4005,2317,1256,3573,103431837,0,59898896,52500000,46,3,6,4,2,0.1349,0.1204,0.9609
2024,외식,커피,814,814,786,27642,5292,1873,840,2713,96929125,0,103672971,80122000,34,1,7,2,1,0.1914,0.0981,0.9656
2024,외식,패스트푸드,149,149,143,5549,755,314,98,412,117156886,0,93692909,71500000,37,1,5,2,1,0.1361,0.0742,0.9597
2024,외식,피자,234,234,224,8009,1040,842,200,1042,139040765,27980000,69668500,61054500,34,3,4,4,1,0.1299,0.1301,0.9573
2024,외식,한식,3546,3546,3421,41088,13071,5809,1978,7787,152414530,0,93771493,84620000,12,1,4,2,1,0.3181,0.1895,0.9647
2025,도소매,(건강)식품,20,20,20,1827,79,10,14,24,65496750,0,105248500,74320000,91,0,4,1,1,0.0432,0.0131,1
2025,도소매,기타도소매,392,392,392,10352,1706,831,562,1393,189330630,0,113037265,65650000,26,3,4,2,1,0.1648,0.1346,1
2025,도소매,농수산물,33,33,33,234,16,27,19,46,72292303,0,85530848,68150000,7,0,0,1,1,0.0684,0.1966,1
2025,도소매,의류 / 패션,39,39,39,247,64,12,37,49,76640897,0,80594462,69000000,6,3,2,0,1,0.2591,0.1984,1
2025,도소매,종합소매점,15,15,15,979,158,26,40,66,1134381333,1117258000,257073133,111650000,65,9,11,2,3,0.1614,0.0674,1
2025,도소매,편의점,30,30,30,55927,4619,2443,1883,4326,151440833,81732500,55890933,54700000,1864,38,154,81,63,0.0826,0.0774,1
2025,도소매,화장품,15,15,15,957,36,94,58,152,201055400,193305000,117033867,122522000,64,25,2,6,4,0.0376,0.1588,1
2025,서비스,교육 (교과),77,77,77,9523,1450,1338,228,1566,215002519,55695000,92148260,64610000,124,18,19,17,3,0.1523,0.1644,1
2025,서비스,교육 (외국어),140,140,140,15143,1710,1245,556,1801,224688871,48100000,183475379,114725000,108,9,12,9,4,0.1129,0.1189,1
2025,서비스,기타 교육,231,231,231,7906,1272,579,335,914,101348000,20351000,114913589,75000000,34,6,6,3,1,0.1609,0.1156,1
2025,서비스,기타 서비스,503,503,503,10110,2122,619,371,990,94246586,0,1406920974,89020000,20,4,4,1,1,0.2099,0.0979,1
2025,서비스,반려동물 관련,52,52,52,706,169,51,32,83,93402250,0,131181154,77175000,14,2,3,1,1,0.2394,0.1176,1
2025,서비스,배달,2,2,2,19,5,0,0,0,367488500,367488500,63300000,63300000,10,10,3,0,0,0.2632,0,1
2025,서비스,부동산 중개 ,7,7,7,210,57,26,10,36,129670000,53155000,33671429,31900000,30,22,8,4,1,0.2714,0.1714,1
2025,서비스,세탁,32,32,32,4297,533,178,84,262,47423531,34554500,82299594,77300000,134,8,17,6,3,0.124,0.061,1
2025,서비스,숙박,27,27,27,178,28,9,0,9,319264963,0,2713748481,546500000,7,0,1,0,0,0.1573,0.0506,1
2025,서비스,스포츠 관련,133,133,133,4499,523,146,47,193,84395699,0,205232195,168800000,34,2,4,1,0,0.1162,0.0429,1
2025,서비스,안경,62,62,62,3511,234,63,51,114,219982694,198961500,193593565,172200000,57,18,4,1,1,0.0666,0.0325,1
2025,서비스,약국,9,9,9,4530,333,177,6,183,0,0,188453333,99100000,503,194,37,20,1,0.0735,0.0404,1
2025,서비스,오락,35,35,35,897,251,10,10,20,193140314,0,214214000,184700000,26,4,7,0,0,0.2798,0.0223,1
2025,서비스,운송,32,32,32,49949,13973,4122,294,4416,122090563,0,18787594,708500,1561,1,437,129,9,0.2797,0.0884,1
2025,서비스,유아 관련 (교육 외),44,44,44,558,59,67,33,100,137465955,92482000,254083159,213859000,13,6,1,2,1,0.1057,0.1792,1
2025,서비스,유아관련,10,10,10,190,7,0,15,15,185124700,67503500,308463000,97000000,19,2,1,0,2,0.0368,0.0789,1
2025,서비스,이미용,300,300,300,5583,731,356,124,480,187032337,10998000,126848293,110050000,19,4,2,1,0,0.1309,0.086,1
2025,서비스,이사,8,8,8,444,38,24,0,24,95657750,34807500,19913750,18792500,56,42,5,3,0,0.0856,0.0541,1
2025,서비스,인력 파견,20,20,20,240,47,8,7,15,102706800,0,38050250,26190000,12,7,2,0,0,0.1958,0.0625,1
2025,서비스,임대,28,28,28,306,60,29,6,35,55690000,0,158182679,145050000,11,5,2,1,0,0.1961,0.1144,1
2025,서비스,자동차 관련,70,70,70,5892,304,215,90,305,107120486,0,199133571,76200000,84,6,4,3,1,0.0516,0.0518,1
2025,서비스,PC방,21,21,21,846,194,50,82,132,218305619,206100000,217382381,184780000,40,16,9,2,4,0.2293,0.156,1
2025,외식,기타 외국식,209,209,209,2312,443,622,133,755,192699244,74333000,96638641,82750000,11,2,2,3,1,0.1916,0.3266,1
2025,외식,기타 외식,1172,1172,1172,18374,3099,3003,859,3862,182859491,36580500,89572965,76800000,16,3,3,3,1,0.1687,0.2102,1
2025,외식,분식,516,516,516,11146,1381,1384,613,1997,116383576,0,67396810,61963000,22,2,3,3,1,0.1239,0.1792,1
2025,외식,서양식,274,274,274,2732,629,492,277,769,163275880,0,103032106,78290000,10,1,2,2,1,0.2302,0.2815,1
2025,외식,아이스크림/빙수 ,72,72,72,3472,838,87,89,176,98442264,0,89745556,77550000,48,3,12,1,1,0.2414,0.0507,1
2025,외식,음료 (커피 외),101,101,101,2108,281,317,77,394,82785168,0,91043475,76100000,21,1,3,3,1,0.1333,0.1869,1
2025,외식,일식,504,504,504,5052,1271,723,279,1002,236702490,46812500,103310238,86800000,10,3,3,1,1,0.2516,0.1983,1
2025,외식,제과제빵,285,285,285,8711,823,557,337,894,149718691,24253000,125751758,87800000,31,2,3,2,1,0.0945,0.1026,1
2025,외식,주점,488,488,488,10036,1884,1181,351,1532,166856326,0,106733551,90555000,21,2,4,2,1,0.1877,0.1527,1
2025,외식,중식,308,308,308,4173,903,585,170,755,217798208,0,102964403,86015000,14,1,3,2,1,0.2164,0.1809,1
2025,외식,치킨,591,591,591,28750,3370,2224,1203,3427,114654712,35157000,58928729,52300000,49,4,6,4,2,0.1172,0.1192,1
2025,외식,커피,796,796,796,29091,4800,1725,985,2710,110563925,20058500,105919383,80330500,37,2,6,2,1,0.165,0.0932,1
2025,외식,패스트푸드,139,139,139,5584,741,423,106,529,148487619,0,99933475,73500000,40,1,5,3,1,0.1327,0.0947,1
2025,외식,피자,218,218,218,7986,934,699,284,983,172750055,109472000,69918633,60369000,37,5,4,3,1,0.117,0.1231,1
2025,외식,한식,3664,3664,3664,43878,12055,6992,2238,9230,186832182,0,94742811,86390000,12,1,3,2,1,0.2747,0.2104,1
