year,industryMediumClassName,rankInIndustry,brandName,corpName,franchiseStoreCount,averageSalesAmountKrwAssumed,startupTotalAmountKrwAssumed,newFranchiseRegistrationCount,contractEndCount,contractCancellationCount
2025,기타 외국식,10,반포식스,(주)테이스티컴퍼니,30,719648000,185400000,2,1,0
2025,기타 외국식,11,분짜하노이,분짜하노이수원본점,2,704102000,115000000,2,0,0
2025,기타 외국식,12,몬안베띠,(주)엘앤케이푸드,3,682590000,80550000,3,0,0
2025,기타 외국식,13,메콩타이,(주)메콩타이컴퍼니,26,613340000,135215000,0,1,1
2025,기타 외국식,14,카쿠레가,(주)맛부심에프엔비,10,587007000,132000000,2,1,0
2025,기타 외국식,15,올드타운,(주)플랜지스테이션,1,586257000,220600000,0,0,0
2025,기타 외국식,16,호앙비엣,네버슬립(주),13,580565000,56150000,13,0,0
2025,기타 외국식,17,소이연남,(주)타이이펙트,11,574008000,206800000,3,1,0
2025,기타 외국식,18,일공공샤브&편백찜,(주)일공공코리아,43,542416000,185400000,6,10,0
2025,기타 외국식,19,월남면반,(주)동행에프앤비코리아,10,529115000,114500000,3,0,0
2025,기타 외국식,20,분타(BUNTA),세발자전거(주),2,523430000,89700000,2,0,0
2025,기타 외국식,21,"포레스트 오늘, 숲[soup]",(주)에이원더블유,18,510231000,130900000,4,1,0
2025,기타 외국식,22,띤띤,(주)띤띤,3,503888000,167250000,1,0,0
2025,기타 외국식,23,벤탄빌라,(주)마이포에프앤비,17,501397000,128080000,2,0,0
2025,기타 외국식,24,꾸아(Qua),(주)찹찹푸드,31,501040000,93000000,11,3,0
2025,기타 외국식,25,퍼틴(phothin),(주)퍼틴코리아,12,496371000,88750000,1,3,0
2025,기타 외국식,26,타이반쩜,(주)엔조이서울,18,487325000,58700000,0,0,0
2025,기타 외국식,27,포케올데이,(주)네오에프엔비,135,480695000,103500000,27,7,0
2025,기타 외국식,28,까몬(CAMO’N),(주)훈훈,45,480564000,100120000,11,1,0
2025,기타 외국식,29,분짜라붐,(주)별동부대,4,478577000,175000000,0,0,0
2025,기타 외국식,30,중화카츠,(주)썬스키친,2,474343000,87250000,0,0,0
2025,치킨,1,아리랑88통닭,(주)영맨,2,1112645000,197500000,2,0,0
2025,치킨,2,천년닭강정,(주)그남자네식품,30,790819000,48100000,30,0,0
2025,치킨,3,베이직프라이드치킨,조이유통(주),1,772193000,102430000,0,0,0
2025,치킨,4,도른계,(주)대한푸드,4,771038000,86900000,2,0,1
2025,치킨,5,교촌치킨,교촌에프앤비(주),1361,727264000,130491000,12,28,0
2025,치킨,6,치맥킹,(주)씨엠케이푸드,16,643190000,175500000,2,0,0
2025,치킨,7,청년치킨,(주)청년치킨,45,609694000,57700000,8,4,0
2025,치킨,8,사바사바치킨&비어,(주)마세다린,4,579773000,50800000,0,0,0
2025,치킨,9,삼덕통닭,(주)삼덕,29,578657000,124130000,10,0,0
2025,치킨,10,야채전문통닭,야채통닭가맹본부,5,570667000,45550000,2,0,0
2025,치킨,11,비에이치씨(BHC),다이닝브랜즈그룹(주),2228,529724000,90027000,92,4,136
2025,치킨,12,다사랑,(주)다사랑,107,529385000,93560000,5,4,0
2025,치킨,13,후라이드 참 잘하는집,(주)티엔엔터테인먼트,280,525842000,48500000,7,0,4
2025,치킨,14,남문통닭,㈜남문이터테인먼트,5,520039000,108000000,2,2,2
2025,치킨,15,오빠통닭,(주)오빠통닭,18,511062000,35546000,5,0,0
2025,치킨,16,비비큐(BBQ),(주)제너시스비비큐,2316,508791000,90789000,216,0,149
2025,치킨,17,굽네치킨,(주)지앤푸드,1154,498677000,83270000,69,3,30
2025,치킨,18,왕초바베큐,(주)모다플레이스,13,486589000,79970000,13,0,0
2025,치킨,19,갓튀긴후라이드,(주)갓에프엔비,105,486476000,34550000,25,5,0
2025,치킨,20,매드후라이치킨,(주)에스씨에프,9,482385000,67760000,0,1,0
2025,치킨,21,지랄닭발,(주)더기푸드,32,468764000,58300000,5,0,5
2025,치킨,22,후켄통통치킨,(주)후켄,21,466950000,85680000,22,1,0
2025,치킨,23,김종구식맛치킨ㆍ 전기바베큐 옛날통닭,㈜김종구참푸드,121,463790000,64900000,48,14,8
2025,치킨,24,아웃닭,(주)테즈,57,461546000,101400000,5,0,8
2025,치킨,25,60계,(주)장스푸드,665,453825000,73900000,16,11,0
2025,치킨,26,깐부치킨,(주)깐부,152,453094000,151100000,2,19,0
2025,치킨,27,푸라닭,(주)아이더스에프앤비,715,450859000,7700000,28,17,10
2025,치킨,28,닭가대표,(주)비엠에프앤비,12,449707000,85400000,5,3,0
2025,치킨,29,누구나홀딱반한닭,(주)티앤비코리아,260,441612000,81136000,34,13,4
2025,치킨,30,구도로통닭,(주)구도로,76,430526000,115523000,8,28,0
2025,분식,1,싸다김밥,(주)참에프앤디,97,862037000,102000000,17,2,0
2025,분식,2,다르다,(주)다르다에프앤비,7,836467000,107215000,2,0,0
2025,분식,3,대손관,(주)대대손손,11,794090000,174000000,1,0,0
2025,분식,4,사담손만두,(주)다온에프엔비,3,755508000,181679000,0,0,0
2025,분식,5,분식을 품다,(주)품다,12,740850000,82500000,9,2,0
2025,분식,6,최배달 떡순튀,(주)최배달,43,709376000,32131000,2,6,0
2025,분식,7,김바라김밥,브랜뉴(주),6,693668000,65800000,1,0,0
2025,분식,8,스쿨푸드,(주)에스에프이노베이션,62,691222000,191300000,4,10,0
2025,분식,9,정동뚝배기,(주)갑원에프에스,2,681168000,83800000,0,0,0
2025,분식,10,마녀김밥,(주)멘토푸디즘,46,645002000,127100000,5,0,3
2025,분식,11,돈페,히노아스카(주),4,637091000,270260000,0,0,0
2025,분식,12,아담's 꼬마김밥,(주)아담스푸드앤로지스틱스,16,632497000,93846000,4,7,0
2025,분식,13,오공김밥,(주)푸드스팟,21,625178000,69490000,17,0,0
2025,분식,14,진심왕돈까스,히노아스카(주),20,607255000,175880000,14,0,0
2025,분식,15,또보겠지떡볶이집,(주)행복만석,10,591828000,26000000,0,0,0
2025,분식,16,김밥장수,(주)더스토리,3,585859000,99020000,0,0,0
2025,분식,17,다리집,(주)남천다리집,1,559231000,77380000,0,0,0
2025,분식,18,음매점,(주)유엠제이,8,555047000,71200000,8,0,0
2025,분식,19,신의한국수,신의한국수,20,548297000,74500000,6,0,0
2025,분식,20,마성면우동리,(주)마성,4,546794000,89200000,0,0,0
2025,분식,21,키토분식,(주)찰스푸드,2,546303000,61960000,0,1,0
2025,분식,22,면앤면추억의가락국수,(주)갑원에프에스,1,533093000,83800000,0,0,0
2025,분식,23,허세김밥,허세김밥,12,519734000,57110000,8,0,0
2025,분식,24,무등왕돈까스,(유)더루트,6,509905000,106200000,4,0,0
2025,분식,25,분식호랑,(주)디디다컴퍼니,2,503150000,89100000,0,3,0
2025,분식,26,방배김밥,(주)이쉐프코리아,10,482137000,39303000,3,0,0
2025,분식,27,우림칼국수,우림푸드,18,459518000,30820000,3,0,0
2025,분식,28,본만두,본푸드,18,454615000,80500000,6,3,0
2025,분식,29,대림국수,(주)에이알피그룹,10,451549000,121040000,2,11,0
2025,분식,30,두끼,(주)다른,244,441021000,189800000,16,7,0
2025,아이스크림/빙수 ,1,카페요아정,(주)요아정,372,623918000,53300000,358,0,1
2025,아이스크림/빙수 ,2,배스킨라빈스,비알코리아(주),1706,526025000,278950000,44,23,2
2025,아이스크림/빙수 ,3,요거트아이스크림의 정석,(주)요아정,187,426842000,53300000,54,7,26
2025,아이스크림/빙수 ,4,설빙,(주)설빙,576,420984000,216127000,28,12,0
2025,아이스크림/빙수 ,5,타래퀸,"2000에프앤비(주)(2000F&BCo.,Ltd)",17,353641000,81300000,6,1,0
2025,아이스크림/빙수 ,6,밀탑(MEALTOP),(주)씨케이리테일,11,319012000,134800000,3,0,4
2025,아이스크림/빙수 ,7,하겐다즈,한국하겐-다즈(주),5,309726000,346728000,0,2,0
2025,아이스크림/빙수 ,8,브알라,(주)브알라,11,274290000,203770000,3,2,0
2025,아이스크림/빙수 ,9,허니홈비,허니라이프,14,259602000,105260000,3,2,0
2025,아이스크림/빙수 ,10,입술에 설렌다 빙수당,먹스타브라더스,32,257076000,80000000,22,0,0
2025,아이스크림/빙수 ,11,아가젤라또(a.ga gelato),(주)엘엔제이,3,240358000,89700000,2,0,0
2025,아이스크림/빙수 ,12,달롱도르요거트아이스크림,(주)화이트빌,84,237691000,52600000,81,2,0
2025,아이스크림/빙수 ,13,과일담은 요거트 맛집 요맛,더히얼컴퍼니,65,207471000,49400000,47,7,1
2025,아이스크림/빙수 ,14,인대구빙수 ,대구빙수,1,206921000,74190000,1,0,0
2025,아이스크림/빙수 ,15,밀키(milky),(주)트리플제이홀딩스,3,202924000,195800000,1,0,0
2025,아이스크림/빙수 ,16,지파시,(주)빨라쪼,9,191702000,131250000,1,0,2
2025,아이스크림/빙수 ,17,쿠크봉,(주)엔디알엑스,9,184457000,161800000,0,0,0
2025,아이스크림/빙수 ,18,바오빙,(주)바오빙,2,176851000,138000000,0,0,0
2025,아이스크림/빙수 ,19,나뚜루,롯데웰푸드(주),19,166628000,190810000,0,6,0
2025,아이스크림/빙수 ,20,사실빙,(주)포포스컴퍼니,8,157696000,107200000,8,0,0
2025,아이스크림/빙수 ,21,눈을담다 앤 요거트를담다,눈을담다(눈담),8,154089000,13330000,5,0,0
2025,아이스크림/빙수 ,22,빨라쪼 델 프레도,(주)빨라쪼,15,152332000,98700000,1,1,0
2025,아이스크림/빙수 ,23,솔리드웍스아이스크림,솔리드웍스,4,143446000,87650000,1,1,0
2025,아이스크림/빙수 ,24,달콤스토어,블리스에프앤피,4,132500000,34600000,1,6,0
2025,아이스크림/빙수 ,25,빙달,(주)빙달,35,124842000,43140000,6,5,2
2025,아이스크림/빙수 ,26,젤라또로플,젤라또로플,8,117397000,44000000,2,0,7
2025,아이스크림/빙수 ,27,빙수를품은달인(빙품달),(주)유니큐랩,43,106467000,59386000,11,1,3
2025,아이스크림/빙수 ,28,페르케노,(주)이랜드이츠,10,88532000,71600000,1,0,0
2025,아이스크림/빙수 ,29,아이스맨즈(ICE MAN'S),아이스맨즈아이스크림할인점낙민본점,22,77615000,23430000,4,0,1
2025,아이스크림/빙수 ,30,어더아사,(주)더블유제이코퍼레이션,17,59476000,29900000,17,0,0
2025,음료 (커피 외),1,잠바주스,(주)빅바이트컴퍼니,12,469599000,151050000,4,0,0
2025,음료 (커피 외),2,세이프룻(Safe_Fruit),(주)새힘프레시,8,387304000,63500000,3,0,0
2025,음료 (커피 외),3,과일에반하다.프루타,(주)홀릭코퍼레이션,48,324340000,40314000,8,22,0
2025,음료 (커피 외),4,읍천리 382,㈜원팀,188,316189000,101800000,19,0,4
2025,음료 (커피 외),5,흑화당,(주)우남에프앤씨,2,307236000,76040000,0,3,0
2025,음료 (커피 외),6,공차,(주)공차코리아,836,271730000,150800000,61,59,0
2025,음료 (커피 외),7,클로리스(CHLORIS),(주)클로리스,4,260175000,250300000,1,0,0
2025,음료 (커피 외),8,요거트맨,컴퍼니맨(주),7,255019000,72300000,0,2,0
2025,음료 (커피 외),9,탑브릭스 (TOP BRIX),탑브릭스(TOPBRIX),10,245177000,62400000,3,3,3
2025,음료 (커피 외),10,프루쉬,프루쉬푸드,5,244626000,69900000,1,0,0
2025,음료 (커피 외),11,주디마리,(주)주디마리,1,236464000,110310000,0,0,0
2025,음료 (커피 외),12,제주스,(주)제주스,39,236023000,136300000,7,0,2
2025,음료 (커피 외),13,오늘도빙수,오늘도빙수본점,39,233590000,55900000,21,1,0
2025,음료 (커피 외),14,"ONCE, TIME OFF",공소,4,223226000,120700000,1,0,0
2025,음료 (커피 외),15,트로피티아일랜드,(주)올에프앤비,17,217200000,81090000,13,1,0
2025,음료 (커피 외),16,페이브(fave),(주)지에프앤비,11,197705000,141800000,1,7,0
2025,음료 (커피 외),17,카페베네,(주)카페베네,96,192436000,175500000,0,23,0
2025,음료 (커피 외),18,과일욤,과일욤,6,189251000,48650000,5,0,0
2025,음료 (커피 외),19,요거트퍼플,에이앤디(AND),51,187534000,55380000,52,1,0
2025,음료 (커피 외),20,아마스빈코리아,(주)스토어하우스,60,180089000,66600000,5,17,0
2025,음료 (커피 외),21,마이쥬스,(주)마이에프앤비,6,178705000,113050000,1,1,0
2025,음료 (커피 외),22,고망고,(주)프로젝트비,68,177226000,75800000,28,6,8
2025,음료 (커피 외),23,타이거슈가(TIGER SUGAR),(주)타이거슈가코리아,3,174949000,97800000,0,3,0
2025,음료 (커피 외),24,이루팜,이루팜,9,173822000,50050000,1,0,0
2025,음료 (커피 외),25,차이(CHAI),(주)폴제이코퍼레이션,24,172122000,91900000,6,2,0
2025,음료 (커피 외),26,동양찻집,(주)동양찻집,2,169577000,12000000,1,0,0
2025,음료 (커피 외),27,카페그리닝,(주)지알엔푸드코리아(GRNFOODKOREAInc.),13,158828000,64480000,2,4,0
2025,음료 (커피 외),28,매스커피,(주)매스컴퍼니,37,151578000,76800000,2,1,1
2025,음료 (커피 외),29,호이차,(주)유후컴퍼니,4,147126000,74030000,0,2,0
2025,음료 (커피 외),30,오가다,(주)오가다,27,142483000,142100000,0,5,0
