sourceDataset,year,industryLargeClassName,industryMediumClassName,corpName,brandName,franchiseStoreCount,newFranchiseRegistrationCount,contractEndCount,contractCancellationCount,nameChangeCount,averageSalesAmountRaw,averageSalesAmountKrwAssumed,areaUnitAverageSalesAmountRaw,areaUnitAverageSalesAmountKrwAssumed,amountUnitAssumption
brand_franchise_stats,2017,외식,한식,정현 육가공, 돈주면돼지,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,와우드림, 두배갈비,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,농업회사법인 (주)을과 함께, 뿔발,24,24,0,0,0,143789,143789000,13651,13651000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주) 황소코리아, 파란간판 원조황소집,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,123막창,123막창,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,주식회사에스엔알푸드,153포인츠(POINTZ),9,5,1,0,0,359972,359972000,10432,10432000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)제이에스일인자,1인자감자탕,32,5,10,0,1,428536,428536000,10218,10218000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,2대맛태,2代맛태,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,3대서가,3대서가밀면,10,5,2,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)삼안에프씨,3일장터,1,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)오점오,5.5닭갈비,58,5,6,0,4,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,79네 푸드컴퍼니(주),79네 수육국밥,8,5,0,0,0,479705,479705000,12731,12731000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)8푸드,8292(팔이구이),0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)웰미가베스트푸드,88콩나물국밥,4,4,0,0,0,14650,14650000,733,733000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)나눔에프씨,G글G글오돌구이 ,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,인동주마을,JD인동주마을,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)섬김과나눔,THE진국,47,15,2,0,5,503677,503677000,15994,15994000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,가리본가,가리본가,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주) 솔푸드시스템,가마깨비,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)도시방앗간,가마솥국밥.보쌈,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,농업회사법인유한회사 가소앤누갈비,가소,4,1,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)가인채,가인채샤브샤브&amp;샐러드,18,1,3,0,1,790139,790139000,6843,6843000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)가장맛있는족발,가장맛있는족발,302,87,2,3,12,732982,732982000,21768,21768000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,농업회사법인(주)촌놈푸드,갈비박스,5,2,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,푸드테인먼트,갈비씨,17,2,13,0,0,222285,222285000,8061,8061000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,갈비에 빠지다,갈비에 빠지다,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,드림위드FC,갈통삼,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,주식회사 갑오푸드,갑오삼계탕,1,1,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,강가네해물섞어찜,강가네해물섞어찜,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)한스푸드,강길도낙지마을,2,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)육칠팔,강꼬장,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주) 강남식품1번가,강남꼬치1번가,3,0,2,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,간큰갈비,강봉수인 간큰갈비,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)강산면옥,강산면옥,1,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)낙지볶음개미집,개미집,18,13,0,1,0,330880,330880000,7795,7795000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,주식회사 동원기업,개정,11,2,0,0,0,919098,919098000,10737,10737000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,거송갈비찜,거송갈비찜,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)나모에프앤씨,게수작,5,1,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,서울FNC,경복궁삼계탕,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,한여사에프앤비(F&amp;B),경산한여사네,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)계경원,계경목장,2,1,1,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,지강에프앤비(주),계경순대국,36,2,3,0,0,301062,301062000,12123,12123000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,계탄집푸드앤코,계탄집,1,1,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)반반한행복,"고기,원칙",0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)이도에프앤씨,고기고샵,3,1,0,0,0,743536,743536000,11865,11865000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)한국창업경제연구소,고기굽는짬장,7,0,2,0,0,246797,246797000,8359,8359000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,고기는남자의로망,고기는남자의로망,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,디티푸드,고기바보,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,고기와국수이야기,고기와국수이야기,1,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)더본코리아,백종원의원조쌈밥집,40,11,3,0,1,564203,564203000,8060,8060000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)심플맨,백채,69,54,0,0,2,274530,274530000,22053,22053000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)더본코리아,백철판0410,29,17,3,0,1,497231,497231000,11049,11049000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,백청우칼국수,백청우칼국수,14,2,0,2,0,327932,327932000,7477,7477000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,백촌푸드,백촌진짜대구막창,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,버섯잔치집,버섯잔치집,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,화산상사영농조합법인,번지농장돌판아구찜,12,2,1,0,2,534901,534901000,6620,6620000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)에이치엘인코퍼레이트,벌집한판무한리필,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,베리나이스,베리나이스1인보쌈&amp;COFFEE,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,유엔에프시,변사또,18,1,4,0,4,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)씨에스에프씨,별법 동태탕 왕해물찜 ,46,2,0,2,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)오색만찬,별초밥,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,농업회사법인 주식회사 병천순대,병천순대,4,2,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)병천아우내식품,병천황토방순대,65,1,8,0,0,17670,17670000,560,560000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)에스에이치,보고싶다,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,한식,(주)비엔에스에프앤비,보돌미역,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,(주)원진푸드,치킨더치킨,9,3,0,0,0,130503,130503000,6973,6973000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,케이와이푸드(주),치킨더홈,96,29,21,0,5,157157,157157000,8512,8512000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,치킨도령(영주유통),치킨도령,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,(주)티에스컴퍼니,치킨런,4,0,0,4,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,다인에프씨(주),치킨마루,352,34,42,0,35,151239,151239000,12539,12539000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,(주)코리아델로스케이디,치킨매니아,279,41,49,16,28,147097,147097000,10050,10050000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,(주)김가네,치킨방앗간,4,1,0,3,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,(주)원우푸드,치킨뱅이,89,9,34,0,1,219356,219356000,8947,8947000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,(주)푸드버스,치킨버스,13,3,1,0,3,359792,359792000,13014,13014000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,(주)불로만,치킨빵야,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,이온유통,치킨삼파전,18,4,3,0,0,99686,99686000,7599,7599000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,주식회사 시대푸드,치킨시대,10,0,0,4,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,(주)오앤씨웰푸드,치킨신드롬,94,7,17,0,7,143040,143040000,10853,10853000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,선들 F&amp;C,치킨아이,38,0,0,3,0,166708,166708000,14477,14477000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,드림오피(Dream Operation),치킨앤카레군,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,(주)치킨주막,치킨주막,29,5,3,4,0,203520,203520000,9270,9270000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,(주)제이케이푸드,치킨쥼,14,0,3,0,1,108712,108712000,5566,5566000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,(주)비제이씨코리아,치킨처럼,12,9,2,0,1,312570,312570000,12235,12235000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,주식회사 비엘앤에프,치킨커플,23,6,6,3,3,186204,186204000,5156,5156000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,(주)가르텐,치킨퐁,64,4,3,11,3,271662,271662000,2119,2119000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,치킨,(주)바른,치킨플러스,14,14,0,0,0,141743,141743000,9775,9775000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,디티푸드,육회품은연어,2,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)왕컴퍼니,이자와,33,29,0,0,1,666880,666880000,24078,24078000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,춘,이자카야춘,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,태브라더스,이찌방야끼,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,바다사랑,주군스시,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)베이직컴퍼니,지구당,6,0,0,0,0,148213,148213000,11285,11285000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,참치머리우거지탕,참치머리우거지탕,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)태윤케이,참치왕양승호,3,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)리코플레이트,청담정스시,5,5,0,0,0,180576,180576000,4752,4752000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)본푸드시스템,치라시스시,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,쿠산코리아(주),카네마야제면소,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)카모메호스피탈리티그룹,카모메,21,3,5,0,0,13663,13663000,1164,1164000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)카츠,카츠3.3,1,1,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)푸른에프앤디,카츠쿠라,2,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)예가,코네코테이블,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,파이기획코미치,코미치,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)카모메호스피탈리티그룹,코코로벤또,4,3,0,3,1,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)아이딜홈,쿠벤(KU BEN),8,7,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)쿠우쿠우,쿠우쿠우,83,19,6,0,18,2339845,2339845000,15242,15242000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,프런치코리아,쿡플,16,8,8,0,0,167883,167883000,5648,5648000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,㈜키무카츠아시아,키무카츠,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)의기투합,키햐아,23,23,0,0,0,636540,636540000,31185,31185000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,에비스마루 푸드,텐동에비스,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,툴스돈카츠,툴스돈카츠,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)하루돈,하루엔소쿠,26,26,0,0,0,334657,334657000,12438,12438000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,로드다이닝(주),하시만카이,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,하이도죠,하이도죠,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)하즈키친,하즈벤(HAZBEN),5,3,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)엘에프푸드,하코야,36,3,3,0,1,256108,256108000,12166,12166000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)도움커뮤니케이션즈,한끼야끼,13,6,3,0,0,535044,535044000,13122,13122000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,행복한 사람들,행복한초밥 행초,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)아이비디써클,헬로피쉬,19,5,11,0,0,301912,301912000,20490,20490000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,호타루,호타루,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)와이케이푸드서비스,호토모토(HottoMotto),4,4,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)코코로키친,혼신마켓,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)홍대돈부리,홍대돈부리,21,3,1,0,0,513986,513986000,24813,24813000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)서현에프엠씨,환공어가,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,회뜨는총각2,회뜨는총각,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)스시히로바,회전초밥전문점스시히로바,11,3,1,0,0,953612,953612000,15243,15243000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,(주)디에스피이노베이션,회초리,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,일식,훈쿡,훈쿡,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,서양식,1987라운지,1987루프탑&amp;라운지,5,5,0,0,0,561804,561804000,4748,4748000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,서양식,(주)2046팬스테이크,2046팬스테이크,9,3,0,0,0,546584,546584000,11456,11456000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,서양식,(주)2046팬스테이크영남지사,2046팬스테이크(2046 PAN STEAK),3,1,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,서양식,(주)씨비아이,CRAZY(크레이지),2,0,1,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,피자,외식그룹진밭,미스터파파임실치즈피자,32,3,4,0,0,55633,55633000,5581,5581000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,피자,(주)엠피그룹,미스터피자,346,7,1,52,19,395055,395055000,8954,8954000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,피자,봉수아 피자,봉수아 피자,10,10,0,0,0,128091,128091000,12809,12809000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,피자,해마로푸드서비스(주),붐바타,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,피자,(주)빅스타푸드,빅스타피자(Bigstar Pizza),57,38,6,0,2,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,피자,(주)프라이데이컴퍼니,빚짜(BEEZZA),3,3,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,피자,(주)레드캡,빨간모자피자,13,5,6,0,0,253714,253714000,15857,15857000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,피자,(주)레드캡,빨간모자피자애비뉴,5,0,1,0,0,135917,135917000,27183,27183000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,피자,빨간화덕푸드,빨간화덕,0,0,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,피자,(주)웰빙을만드는사람들,뽕뜨락피자,259,44,0,68,25,130060,130060000,10149,10149000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
brand_franchise_stats,2017,외식,피자,수피자,수앤미피자,1,1,0,0,0,0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
