id,sourceDataset,year,industryLargeClassName,industryMediumClassName,corpName,brandName,franchiseStoreCount,newFranchiseRegistrationCount,contractEndCount,contractCancellationCount,nameChangeCount,averageSalesAmountRaw,averageSalesAmountKrwAssumed,areaUnitAverageSalesAmountRaw,areaUnitAverageSalesAmountKrwAssumed,amountUnitAssumption,hasStartupStats,franchiseFeeAmountRaw,franchiseFeeAmountKrwAssumed,educationFeeAmountRaw,educationFeeAmountKrwAssumed,depositAmountRaw,depositAmountKrwAssumed,otherStartupAmountRaw,otherStartupAmountKrwAssumed,startupTotalAmountRaw,startupTotalAmountKrwAssumed
2025||외식||한식||(주)이바돔||조선화로집,brand_franchise_stats,2025,외식,한식,(주)이바돔,조선화로집,15,0,14,0,0,199923,199923000,2543,2543000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,5500,5500000,10000,10000000,196000,196000000,222500,222500000
2025||외식||기타 외식||(주)위그릴||호루몬규상,brand_franchise_stats,2025,외식,기타 외식,(주)위그릴,호루몬규상,2,1,1,0,0,199889,199889000,9672,9672000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,22000,22000000,5500,5500000,0,0,132550,132550000,160050,160050000
2025||외식||제과제빵||(주)솔라벨||와필레(WAFILLE),brand_franchise_stats,2025,외식,제과제빵,(주)솔라벨,와필레(WAFILLE),4,1,0,0,0,199516,199516000,20420,20420000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,22000,22000000,3300,3300000,5000,5000000,163757,163757000,194057,194057000
2025||외식||서양식||(주)이랜드이츠||리미니,brand_franchise_stats,2025,외식,서양식,(주)이랜드이츠,리미니,1,0,0,0,0,199316,199316000,19932,19932000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,5000,5000000,90640,90640000,104440,104440000
2025||외식||한식||그믐족발||그믐족발,brand_franchise_stats,2025,외식,한식,그믐족발,그믐족발,2,1,0,0,0,199156,199156000,7660,7660000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,0,0,52250,52250000,61050,61050000
2025||외식||기타 외국식||(주)에스앤비||소백양,brand_franchise_stats,2025,외식,기타 외국식,(주)에스앤비,소백양,11,0,0,5,0,199091,199091000,13688,13688000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,1000,1000000,5500,5500000,15300,15300000
2025||외식||피자||크루피자||Crew Pizza(크루피자),brand_franchise_stats,2025,외식,피자,크루피자,Crew Pizza(크루피자),6,2,4,0,0,199086,199086000,29199,29199000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,0,0,27020,27020000,35820,35820000
2025||외식||중식||(주)돌우물||쌍팔반점,brand_franchise_stats,2025,외식,중식,(주)돌우물,쌍팔반점,13,8,8,0,0,198978,198978000,11256,11256000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,3300,3300000,5000,5000000,99000,99000000,118300,118300000
2025||외식||한식||(주)한밭에프앤지||가락곰칼국수,brand_franchise_stats,2025,외식,한식,(주)한밭에프앤지,가락곰칼국수,2,1,0,1,0,198957,198957000,16835,16835000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,5000,5000000,57230,57230000,71030,71030000
2025||외식||커피||(주)드림위드에프씨||NiceCaffeinClub(NCC),brand_franchise_stats,2025,외식,커피,(주)드림위드에프씨,NiceCaffeinClub(NCC),36,21,0,0,0,198884,198884000,16979,16979000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,4400,4400000,2000,2000000,61850,61850000,73750,73750000
2025||외식||한식||(주)봄봄||청와삼대,brand_franchise_stats,2025,외식,한식,(주)봄봄,청와삼대,21,0,5,0,3,198787,198787000,3705,3705000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,22000,22000000,0,0,2500,2500000,139700,139700000,164200,164200000
2025||외식||제과제빵||㈜올라운드컴퍼니||그여행(B.H.F.H),brand_franchise_stats,2025,외식,제과제빵,㈜올라운드컴퍼니,그여행(B.H.F.H),15,2,0,3,4,198780,198780000,12926,12926000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,22000,22000000,22000,22000000,3000,3000000,77550,77550000,124550,124550000
2025||외식||기타 외식||(주)청춘에프앤비||청춘닭꼬치,brand_franchise_stats,2025,외식,기타 외식,(주)청춘에프앤비,청춘닭꼬치,38,15,17,0,6,198755,198755000,16543,16543000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,13200,13200000,5500,5500000,0,0,42900,42900000,61600,61600000
2025||외식||한식||(주)범코리아||황토화로,brand_franchise_stats,2025,외식,한식,(주)범코리아,황토화로,4,4,2,0,0,198560,198560000,5955,5955000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,5500,5500000,0,0,116030,116030000,132530,132530000
2025||외식||한식||(주)교동||교동전선생,brand_franchise_stats,2025,외식,한식,(주)교동,교동전선생,29,0,4,0,0,198487,198487000,7514,7514000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,5500,5500000,2000,2000000,73000,73000000,91500,91500000
2025||외식||일식||㈜마마스토리||마마초밥,brand_franchise_stats,2025,외식,일식,㈜마마스토리,마마초밥,5,2,0,2,0,198333,198333000,15020,15020000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,7700,7700000,3300,3300000,0,0,38500,38500000,49500,49500000
2025||외식||기타 외식||(주)스토리푸드||스파게티스토리,brand_franchise_stats,2025,외식,기타 외식,(주)스토리푸드,스파게티스토리,36,1,0,5,9,198208,198208000,15542,15542000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,2000,2000000,39820,39820000,50620,50620000
2025||외식||일식||(주)웨일시티||은신처,brand_franchise_stats,2025,외식,일식,(주)웨일시티,은신처,12,2,3,0,1,198038,198038000,10531,10531000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,5500,5500000,1000,1000000,85800,85800000,103300,103300000
2025||외식||서양식||잘나가는아이들||4242샌드위치,brand_franchise_stats,2025,외식,서양식,잘나가는아이들,4242샌드위치,24,8,2,1,3,197933,197933000,20055,20055000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,5500,5500000,1000,1000000,44000,44000000,61500,61500000
2025||외식||음료 (커피 외)||(주)지에프앤비||페이브(fave),brand_franchise_stats,2025,외식,음료 (커피 외),(주)지에프앤비,페이브(fave),11,1,7,0,0,197705,197705000,4660,4660000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,3300,3300000,3000,3000000,124500,124500000,141800,141800000
2025||외식||분식||(주)에이티컴퍼니||만평우동,brand_franchise_stats,2025,외식,분식,(주)에이티컴퍼니,만평우동,3,4,1,0,0,197398,197398000,13737,13737000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,3300,3300000,3000,3000000,71055,71055000,88355,88355000
2025||외식||한식||(주)오랜친구들||유브유부(YOU’VE YOUBU),brand_franchise_stats,2025,외식,한식,(주)오랜친구들,유브유부(YOU’VE YOUBU),7,1,0,2,0,197217,197217000,10957,10957000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,6600,6600000,4400,4400000,1000,1000000,50380,50380000,62380,62380000
2025||외식||커피||이프컴퍼니||if coffee,brand_franchise_stats,2025,외식,커피,이프컴퍼니,if coffee,4,0,0,0,0,197115,197115000,3584,3584000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,4400,4400000,6600,6600000,3000,3000000,119797,119797000,133797,133797000
2025||외식||한식||루트873||모던한식당,brand_franchise_stats,2025,외식,한식,루트873,모던한식당,12,0,7,0,0,196996,196996000,9850,9850000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,2000,2000000,29480,29480000,40280,40280000
2025||외식||주점||(주)유후컴퍼니||왕빈자전통주막,brand_franchise_stats,2025,외식,주점,(주)유후컴퍼니,왕빈자전통주막,20,4,6,0,0,196961,196961000,9537,9537000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,0,0,36300,36300000,45100,45100000
2025||외식||패스트푸드||(주)맘스터치앤컴퍼니||맘스터치 피자앤치킨,brand_franchise_stats,2025,외식,패스트푸드,(주)맘스터치앤컴퍼니,맘스터치 피자앤치킨,37,0,7,0,7,196616,196616000,12467,12467000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,0,0,2000,2000000,73693,73693000,81193,81193000
2025||외식||주점||(주)야푸드||혜화어묵당,brand_franchise_stats,2025,외식,주점,(주)야푸드,혜화어묵당,23,15,8,11,1,196606,196606000,12021,12021000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,3300,3300000,3000,3000000,72600,72600000,89900,89900000
2025||외식||커피||(주)재나컴퍼니||커피볶는시골커피,brand_franchise_stats,2025,외식,커피,(주)재나컴퍼니,커피볶는시골커피,25,17,2,0,2,196520,196520000,11315,11315000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,8800,8800000,3300,3300000,3300,3300000,59400,59400000,74800,74800000
2025||외식||한식||여러분의f&b||이치진,brand_franchise_stats,2025,외식,한식,여러분의f&b,이치진,6,1,2,0,0,196338,196338000,10372,10372000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,1000,1000000,64900,64900000,74700,74700000
2025||외식||치킨||민푸드||온고지신 통닭원,brand_franchise_stats,2025,외식,치킨,민푸드,온고지신 통닭원,20,1,2,0,0,196067,196067000,17274,17274000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,2200,2200000,1100,1100000,1000,1000000,24200,24200000,28500,28500000
2025||외식||기타 외식||(주)사랑과선행||효도쿡,brand_franchise_stats,2025,외식,기타 외식,(주)사랑과선행,효도쿡,6,0,4,0,0,195829,195829000,11239,11239000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,22000,22000000,5500,5500000,5000,5000000,48400,48400000,80900,80900000
2025||외식||일식||(주)루센트||가산팔복초밥,brand_franchise_stats,2025,외식,일식,(주)루센트,가산팔복초밥,10,2,5,0,1,195718,195718000,11669,11669000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,2000,2000000,50800,50800000,61600,61600000
2025||외식||치킨||(주)씨엠치킨||충만치킨,brand_franchise_stats,2025,외식,치킨,(주)씨엠치킨,충만치킨,70,2,13,0,5,195671,195671000,7398,7398000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,3300,3300000,2200,2200000,2000,2000000,79670,79670000,87170,87170000
2025||외식||치킨||(주)큰손에프씨||큰손1치킨2피자,brand_franchise_stats,2025,외식,치킨,(주)큰손에프씨,큰손1치킨2피자,11,2,4,1,1,195582,195582000,12942,12942000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,5500,5500000,0,0,54600,54600000,65600,65600000
2025||외식||커피||(주)마실에프앤비||마실커피,brand_franchise_stats,2025,외식,커피,(주)마실에프앤비,마실커피,53,16,0,0,9,195582,195582000,14128,14128000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,7700,7700000,5500,5500000,3000,3000000,76175,76175000,92375,92375000
2025||외식||기타 외식||더맛있는||라온수제돈가스,brand_franchise_stats,2025,외식,기타 외식,더맛있는,라온수제돈가스,3,0,0,0,2,195512,195512000,11899,11899000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,2000,2000000,53900,53900000,64700,64700000
2025||외식||치킨||케이디디유통||그집마늘치킨&쪼닭,brand_franchise_stats,2025,외식,치킨,케이디디유통,그집마늘치킨&쪼닭,14,6,0,1,0,195502,195502000,7218,7218000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,3630,3630000,2200,2200000,1000,1000000,17105,17105000,23935,23935000
2025||외식||기타 외식||(주)두레에프앤비||국대찜닭,brand_franchise_stats,2025,외식,기타 외식,(주)두레에프앤비,국대찜닭,14,7,5,0,0,195489,195489000,13033,13033000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,3300,3300000,2200,2200000,0,0,59400,59400000,64900,64900000
2025||외식||기타 외식||호사양곱창||호사양곱창,brand_franchise_stats,2025,외식,기타 외식,호사양곱창,호사양곱창,3,2,1,0,0,195323,195323000,10558,10558000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,10000,10000000,37450,37450000,56250,56250000
2025||외식||치킨||(주)로희||오늘닭강정,brand_franchise_stats,2025,외식,치킨,(주)로희,오늘닭강정,11,0,0,0,1,195295,195295000,19708,19708000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,3300,3300000,2200,2200000,0,0,24200,24200000,29700,29700000
2025||외식||한식||(주)다름플러스||제육폭식,brand_franchise_stats,2025,외식,한식,(주)다름플러스,제육폭식,5,1,34,0,1,195251,195251000,8274,8274000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,2200,2200000,0,0,69340,69340000,77040,77040000
2025||외식||한식||(주)우품||우거지품은순대국,brand_franchise_stats,2025,외식,한식,(주)우품,우거지품은순대국,13,0,1,0,3,195228,195228000,7408,7408000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,0,0,2200,2200000,0,0,56210,56210000,58410,58410000
2025||외식||한식||용공장본점||용공장,brand_franchise_stats,2025,외식,한식,용공장본점,용공장,20,2,0,11,3,195177,195177000,9971,9971000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,330,330000,0,0,7380,7380000,13210,13210000
2025||외식||한식||싸부의가르침||싸부의가르침,brand_franchise_stats,2025,외식,한식,싸부의가르침,싸부의가르침,6,5,0,0,0,195000,195000000,13000,13000000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,1000,1000000,86900,86900000,96700,96700000
2025||외식||기타 외식||(주)수혁||뉴욕버거,brand_franchise_stats,2025,외식,기타 외식,(주)수혁,뉴욕버거,161,37,27,19,0,194967,194967000,8513,8513000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,20000,20000000,81675,81675000,110475,110475000
2025||외식||치킨||(주)썬더치킨||썬더치킨,brand_franchise_stats,2025,외식,치킨,(주)썬더치킨,썬더치킨,132,45,18,0,9,194908,194908000,9080,9080000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,2750,2750000,3000,3000000,59950,59950000,71200,71200000
2025||외식||서양식||피자보감가맹본부||피자보감,brand_franchise_stats,2025,외식,서양식,피자보감가맹본부,피자보감,2,1,0,0,0,194853,194853000,10255,10255000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,1000,1000000,37400,37400000,47200,47200000
2025||외식||커피||(주)이디야||이디야커피,brand_franchise_stats,2025,외식,커피,(주)이디야,이디야커피,2562,126,369,0,187,194818,194818000,6330,6330000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,9900,9900000,3300,3300000,5000,5000000,114120,114120000,132320,132320000
2025||외식||한식||(주)퍼팩트폼||연남물갈비,brand_franchise_stats,2025,외식,한식,(주)퍼팩트폼,연남물갈비,31,0,18,0,0,194783,194783000,5440,5440000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,2000,2000000,73150,73150000,83950,83950000
2025||외식||분식||블루민트||초록대문,brand_franchise_stats,2025,외식,분식,블루민트,초록대문,3,2,1,0,0,194696,194696000,5253,5253000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,5500,5500000,2000,2000000,38500,38500000,51500,51500000
2025||외식||한식||(주)조경민||꿀꿀진순대,brand_franchise_stats,2025,외식,한식,(주)조경민,꿀꿀진순대,14,3,0,2,0,194685,194685000,9626,9626000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,5500,5500000,3000,3000000,78100,78100000,97600,97600000
2025||외식||서양식||리얼파스타||리얼파스타,brand_franchise_stats,2025,외식,서양식,리얼파스타,리얼파스타,13,1,3,0,1,194511,194511000,10435,10435000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,14300,14300000,5500,5500000,3000,3000000,58690,58690000,81490,81490000
2025||외식||한식||철뚝길에프씨||철뚝길,brand_franchise_stats,2025,외식,한식,철뚝길에프씨,철뚝길,2,0,0,0,0,194438,194438000,7177,7177000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,5500,5500000,0,0,76340,76340000,92840,92840000
2025||외식||커피||스페이스||SPACE COFFEE(스페이스커피),brand_franchise_stats,2025,외식,커피,스페이스,SPACE COFFEE(스페이스커피),7,3,0,0,0,194333,194333000,11898,11898000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,3300,3300000,3300,3300000,3000,3000000,65130,65130000,74730,74730000
2025||외식||한식||(주)엔에스에프에프||닭발굽는청년,brand_franchise_stats,2025,외식,한식,(주)엔에스에프에프,닭발굽는청년,9,4,0,0,0,194286,194286000,10798,10798000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,5500,5500000,0,0,47850,47850000,58850,58850000
2025||외식||일식||모찌컴퍼니||멘모찌,brand_franchise_stats,2025,외식,일식,모찌컴퍼니,멘모찌,3,3,0,0,0,194149,194149000,7766,7766000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,3300,3300000,7700,7700000,3000,3000000,75000,75000000,89000,89000000
2025||외식||커피||(주)단디코리아||Blu Shaak(블루샥),brand_franchise_stats,2025,외식,커피,(주)단디코리아,Blu Shaak(블루샥),225,29,6,16,28,193836,193836000,11219,11219000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,3300,3300000,0,0,85250,85250000,99550,99550000
2025||외식||피자||(주)씨에프씨||포르타나(PORTANA),brand_franchise_stats,2025,외식,피자,(주)씨에프씨,포르타나(PORTANA),5,2,1,0,1,193670,193670000,15099,15099000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,5500,5500000,5000,5000000,91740,91740000,113240,113240000
2025||외식||주점||(주)시선프랜차이즈||동네포차주민,brand_franchise_stats,2025,외식,주점,(주)시선프랜차이즈,동네포차주민,39,6,6,1,4,193492,193492000,9551,9551000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,0,0,48400,48400000,57200,57200000
2025||외식||분식||(주)디케이조은(DKjoeun)||1989역전꼬마김밥,brand_franchise_stats,2025,외식,분식,(주)디케이조은(DKjoeun),1989역전꼬마김밥,23,7,3,2,0,193449,193449000,16463,16463000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,3300,3300000,3300,3300000,2000,2000000,33000,33000000,41600,41600000
2025||외식||피자||(주)가치엔제이||남자피자,brand_franchise_stats,2025,외식,피자,(주)가치엔제이,남자피자,11,1,0,3,0,193330,193330000,17289,17289000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,20000,20000000,44000,44000000,72800,72800000
2025||외식||한식||(주)더국민푸드||국민낙곱새,brand_franchise_stats,2025,외식,한식,(주)더국민푸드,국민낙곱새,78,8,12,0,10,193299,193299000,14800,14800000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,6600,6600000,1100,1100000,0,0,12100,12100000,19800,19800000
2025||외식||분식||삼시세끼꼬마김밥||삼시세끼 꼬마김밥,brand_franchise_stats,2025,외식,분식,삼시세끼꼬마김밥,삼시세끼 꼬마김밥,4,0,1,0,0,193185,193185000,13409,13409000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,2200,2200000,1000,1000000,50600,50600000,59300,59300000
2025||외식||한식||장패체인사업본부||장패(JANGPAE),brand_franchise_stats,2025,외식,한식,장패체인사업본부,장패(JANGPAE),7,0,3,1,0,193131,193131000,5802,5802000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,7700,7700000,5000,5000000,103060,103060000,121260,121260000
2025||외식||기타 외식||(주)씨랩||다기야,brand_franchise_stats,2025,외식,기타 외식,(주)씨랩,다기야,15,0,0,4,3,193059,193059000,5585,5585000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,2200,2200000,4400,4400000,5000,5000000,100800,100800000,112400,112400000
2025||외식||일식||(주)이밥스코리아||맛소우,brand_franchise_stats,2025,외식,일식,(주)이밥스코리아,맛소우,2,0,0,0,0,193039,193039000,7333,7333000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,16500,16500000,5500,5500000,3000,3000000,191400,191400000,216400,216400000
2025||외식||분식||수경수제만두||수경수제만두,brand_franchise_stats,2025,외식,분식,수경수제만두,수경수제만두,3,2,0,0,0,193014,193014000,14847,14847000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,3300,3300000,3300,3300000,1000,1000000,500,500000,8100,8100000
2025||외식||제과제빵||(주)오와케이크||오와케이크,brand_franchise_stats,2025,외식,제과제빵,(주)오와케이크,오와케이크,22,15,0,0,1,192864,192864000,8540,8540000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,3300,3300000,10000,10000000,87600,87600000,111900,111900000
2025||외식||음료 (커피 외)||(주)카페베네||카페베네,brand_franchise_stats,2025,외식,음료 (커피 외),(주)카페베네,카페베네,96,0,23,0,0,192436,192436000,3888,3888000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,7700,7700000,3300,3300000,5000,5000000,159500,159500000,175500,175500000
2025||외식||치킨||(주)코리아델로스케이디||치킨매니아,brand_franchise_stats,2025,외식,치킨,(주)코리아델로스케이디,치킨매니아,123,8,32,0,4,192375,192375000,9893,9893000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,1000,1000000,85690,85690000,95490,95490000
2025||외식||기타 외식||(주)지엔에스우쿠야||우쿠야,brand_franchise_stats,2025,외식,기타 외식,(주)지엔에스우쿠야,우쿠야,54,1,0,11,1,192328,192328000,8081,8081000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,5500,5500000,3000,3000000,77979,77979000,97479,97479000
2025||외식||커피||왓컴퍼니||왓커피,brand_franchise_stats,2025,외식,커피,왓컴퍼니,왓커피,20,5,2,0,0,192133,192133000,10583,10583000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,0,0,77600,77600000,86400,86400000
2025||외식||치킨||엘케이(LK)푸드||장수치킨맥주,brand_franchise_stats,2025,외식,치킨,엘케이(LK)푸드,장수치킨맥주,15,4,1,0,0,192037,192037000,7102,7102000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,3300,3300000,2200,2200000,2000,2000000,56100,56100000,63600,63600000
2025||외식||기타 외식||(주)홍익푸드||쿡1015,brand_franchise_stats,2025,외식,기타 외식,(주)홍익푸드,쿡1015,33,0,20,0,0,191950,191950000,15757,15757000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,9650,9650000,2200,2200000,0,0,49330,49330000,61180,61180000
"2025||외식||커피||(주)팩토리22(factory22Co.,Ltd.)||22그램",brand_franchise_stats,2025,외식,커피,"(주)팩토리22(factory22Co.,Ltd.)",22그램,2,2,0,0,0,191801,191801000,10960,10960000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,1000,1000000,82500,82500000,92300,92300000
2025||외식||아이스크림/빙수 ||(주)빨라쪼||지파시,brand_franchise_stats,2025,외식,아이스크림/빙수 ,(주)빨라쪼,지파시,9,1,0,2,0,191702,191702000,13277,13277000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,13200,13200000,3300,3300000,15000,15000000,99750,99750000,131250,131250000
2025||외식||분식||(주)나도람에프씨||할머니가래떡볶이,brand_franchise_stats,2025,외식,분식,(주)나도람에프씨,할머니가래떡볶이,82,14,38,0,6,191590,191590000,14867,14867000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,3300,3300000,2200,2200000,1000,1000000,30460,30460000,36960,36960000
2025||외식||한식||(주)코리아에프앤비||조선육회,brand_franchise_stats,2025,외식,한식,(주)코리아에프앤비,조선육회,9,4,0,0,0,191581,191581000,19219,19219000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,5500,5500000,0,0,49000,49000000,60000,60000000
2025||외식||한식||(주)제이브이엘||제이브이엘(JVL)부대찌개,brand_franchise_stats,2025,외식,한식,(주)제이브이엘,제이브이엘(JVL)부대찌개,10,1,1,0,0,191537,191537000,6449,6449000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,3300,3300000,3000,3000000,98550,98550000,115850,115850000
2025||외식||분식||(주)얌샘||얌샘,brand_franchise_stats,2025,외식,분식,(주)얌샘,얌샘,7,0,1,0,0,191470,191470000,14892,14892000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,2200,2200000,2000,2000000,51400,51400000,61100,61100000
2025||외식||분식||배말칼국수김밥본점||배말칼국수김밥,brand_franchise_stats,2025,외식,분식,배말칼국수김밥본점,배말칼국수김밥,12,2,1,0,0,191374,191374000,6815,6815000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,11000,11000000,3300,3300000,3000,3000000,80500,80500000,97800,97800000
2025||외식||한식||(주)꿈을실현하는사람들||불막열삼,brand_franchise_stats,2025,외식,한식,(주)꿈을실현하는사람들,불막열삼,118,16,0,25,7,191164,191164000,7507,7507000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.,true,5500,5500000,3300,3300000,2000,2000000,67100,67100000,77900,77900000
